,cve,vectorString,Exploitation,Automatable,TechnicalImpact,base_vector,cisa_kev,nuclei,metasploit,exploitdb,poc_github,_Exploitation,KeyPhrases
835,CVE-2024-3565,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
836,CVE-2024-3924,,Poc,No,Partial,,False,False,False,False,False,None,
837,CVE-2024-3027,,None,No,Partial,,False,False,False,False,False,None,
838,CVE-2024-3477,,Poc,No,Partial,,False,False,False,False,False,None,
839,CVE-2024-3162,,None,No,Partial,,False,False,False,False,False,None,"['stored cross-site scripting', 'cross-site scripting', 'inject arbitrary web scripts']"
840,CVE-2024-3498,,None,No,Total,,False,False,False,False,False,None,
841,CVE-2024-3861,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,None,No,Partial,,False,False,False,False,False,None,
842,CVE-2024-3748,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,Poc,Yes,Partial,,False,False,False,False,False,None,
843,CVE-2024-3461,,None,No,Partial,,False,False,False,False,False,None,
844,CVE-2024-3031,,None,No,Partial,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
845,CVE-2024-3932,,Poc,Yes,Partial,,False,False,False,False,False,None,
846,CVE-2024-3877,,Poc,No,Total,,False,False,False,False,False,None,
847,CVE-2024-3965,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,Poc,No,Partial,,False,False,False,False,False,None,
848,CVE-2024-3066,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
849,CVE-2024-3573,,Poc,Yes,Partial,,False,False,False,False,False,None,
850,CVE-2024-3089,,Poc,No,Partial,,False,False,False,False,False,None,"['public and may be used', 'cross-site request forgery']"
851,CVE-2024-3820,,None,Yes,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,False,False,False,False,False,None,
852,CVE-2024-3857,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
853,CVE-2024-3504,,Poc,No,Partial,,False,False,False,False,False,None,
854,CVE-2024-3154,,None,No,Partial,,False,False,False,False,True,Poc,
855,CVE-2024-3912,,None,Yes,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
856,CVE-2024-3338,,None,No,Partial,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
857,CVE-2024-3292,,None,No,Total,,False,False,False,False,False,None,
858,CVE-2024-3787,,None,No,Partial,,False,False,False,False,False,None,
859,CVE-2024-3945,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
860,CVE-2024-3545,,None,No,Partial,,False,False,False,False,False,None,
861,CVE-2024-3400,,Active,Yes,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,True,True,True,True,True,Active,
862,CVE-2024-3050,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Poc,Yes,Total,,False,False,False,False,False,None,
863,CVE-2024-3729,,None,Yes,Total,,False,False,False,False,False,None,
864,CVE-2024-3841,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:H/A:L,None,No,Partial,,False,False,False,False,False,None,
865,CVE-2024-3139,,Poc,No,Partial,,False,False,False,False,False,None,"['improper authorization', 'public and may be used']"
866,CVE-2024-3990,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
867,CVE-2024-3640,,None,No,Total,,False,False,False,False,False,None,
868,CVE-2024-3210,,None,No,Partial,,False,False,False,False,False,None,
869,CVE-2024-3181,,None,No,Partial,,False,False,False,False,False,None,['stored xss']
870,CVE-2024-3928,,Poc,No,Partial,,False,False,False,False,False,None,
871,CVE-2024-3494,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
872,CVE-2024-3617,,None,No,Partial,,False,False,False,False,False,None,
873,CVE-2024-3302,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L,None,No,Partial,,False,False,False,False,False,None,
874,CVE-2024-3752,,None,No,Partial,,False,False,False,False,False,None,
875,CVE-2024-3197,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
876,CVE-2024-3482,,None,No,Partial,,False,False,False,False,False,None,
877,CVE-2024-3601,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,
878,CVE-2024-3744,,None,No,Partial,,False,False,False,False,False,None,
879,CVE-2024-3206,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
880,CVE-2024-3343,,None,No,Partial,,False,False,False,False,False,None,
881,CVE-2024-3962,,None,No,Total,,False,False,False,False,False,None,
882,CVE-2024-3718,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
883,CVE-2024-3036,,None,No,Partial,,False,False,False,False,False,None,
884,CVE-2024-3489,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
885,CVE-2024-3870,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,
886,CVE-2024-3020,,None,No,Total,,False,False,False,False,False,None,
887,CVE-2024-3470,,None,No,Total,,False,False,False,False,False,None,
888,CVE-2024-3923,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
889,CVE-2024-3889,,None,No,Partial,,False,False,False,False,False,None,
890,CVE-2024-3759,,None,No,Partial,,False,False,False,False,False,None,
891,CVE-2024-3309,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
892,CVE-2024-3974,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
893,CVE-2024-3077,,None,No,Partial,,False,False,False,False,False,None,"['crash ble victim device', 'malformed gatt packet']"
894,CVE-2024-3562,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
895,CVE-2024-3831,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
896,CVE-2024-3519,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
897,CVE-2024-3630,,None,No,Partial,,False,False,False,False,False,None,
898,CVE-2024-3722,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,False,False,False,False,False,None,
899,CVE-2024-3372,,None,Yes,Partial,,False,False,False,False,False,None,
900,CVE-2024-3688,,None,No,Partial,,False,False,False,False,False,None,
901,CVE-2024-3237,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:L,False,False,False,False,False,None,
902,CVE-2024-3558,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
903,CVE-2024-3108,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,False,False,False,False,False,None,
904,CVE-2024-3671,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
905,CVE-2024-3763,,Poc,No,Partial,,False,False,False,False,False,None,
906,CVE-2024-3626,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,
907,CVE-2024-3201,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
908,CVE-2024-3344,,None,No,Partial,,False,False,False,False,False,None,
909,CVE-2024-3714,,None,No,Partial,,False,False,False,False,False,None,
910,CVE-2024-3606,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
911,CVE-2024-3743,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
912,CVE-2024-3190,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,False,False,False,False,False,None,
913,CVE-2024-3939,,None,No,Partial,,False,False,False,False,False,None,
914,CVE-2024-3893,,None,No,Partial,,False,False,False,False,False,None,
915,CVE-2024-3485,,None,No,Partial,,False,False,False,False,False,None,
916,CVE-2024-3240,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
917,CVE-2024-3610,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,False,False,False,False,False,None,
918,CVE-2024-3755,,None,No,Partial,,False,False,False,False,False,None,
919,CVE-2024-3885,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
920,CVE-2024-3539,,None,No,Partial,,False,False,False,False,False,None,
921,CVE-2024-3647,,None,No,Partial,,False,False,False,False,False,None,
922,CVE-2024-3217,,None,No,Total,,False,False,False,False,True,Poc,
923,CVE-2024-3581,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
924,CVE-2024-3997,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
925,CVE-2024-3796,,None,No,Partial,,False,False,False,False,False,None,
926,CVE-2024-3846,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,None,No,Partial,,False,False,False,False,False,None,
927,CVE-2024-3515,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,None,No,Total,,False,False,False,False,False,None,
928,CVE-2024-3684,,None,No,Partial,,False,False,False,False,False,None,
929,CVE-2024-3542,,None,No,Partial,,False,False,False,False,False,None,
930,CVE-2024-3811,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
931,CVE-2024-3954,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
932,CVE-2024-3407,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Poc,No,Partial,,False,False,False,False,False,None,
933,CVE-2024-3368,,Poc,No,Partial,,False,False,False,False,False,None,
934,CVE-2024-3387,,None,No,Partial,,False,False,False,False,False,None,
935,CVE-2024-3807,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,True,Poc,
936,CVE-2024-3104,,Poc,No,Total,,False,False,False,False,False,None,
937,CVE-2024-3411,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,None,No,Total,,False,False,False,False,False,None,
938,CVE-2024-3295,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,False,False,False,False,False,None,
939,CVE-2024-3153,,Poc,No,Partial,,False,False,False,False,False,None,
940,CVE-2024-3915,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
941,CVE-2024-3152,,Poc,No,Total,,False,False,False,False,False,None,
942,CVE-2024-3851,,None,No,Partial,,False,False,False,False,False,None,
943,CVE-2024-3914,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
944,CVE-2024-3781,,None,No,Total,,False,False,False,False,False,None,
945,CVE-2024-3806,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,True,Poc,
946,CVE-2024-3555,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
947,CVE-2024-3040,,Poc,No,Total,,False,False,False,False,False,None,['sql injection']
948,CVE-2024-3386,,None,Yes,Partial,,False,False,False,False,False,None,
949,CVE-2024-3810,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
950,CVE-2024-3955,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,None,Yes,Total,,False,False,False,False,False,None,
951,CVE-2024-3847,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,None,Yes,Total,,False,False,False,False,False,None,
952,CVE-2024-3580,,None,No,Partial,,False,False,False,False,False,None,
953,CVE-2024-3979,,Poc,No,Partial,,False,False,False,False,False,None,
954,CVE-2024-3095,,Poc,No,Partial,,False,False,False,False,False,None,
955,CVE-2024-3703,,None,No,Partial,,False,False,False,False,False,None,
956,CVE-2024-3241,,None,No,Partial,,False,False,False,False,False,None,
957,CVE-2024-3611,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
958,CVE-2024-3754,,None,No,Partial,,False,False,False,False,False,None,
959,CVE-2024-3892,,None,No,Total,,False,False,False,False,False,None,
960,CVE-2024-3484,,None,No,Total,,False,False,False,False,False,None,
961,CVE-2024-3607,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,False,False,False,False,False,None,
962,CVE-2024-3742,,None,Yes,Partial,,False,False,False,False,False,None,
963,CVE-2024-3579,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,None,No,Partial,,False,False,False,False,False,None,
964,CVE-2024-3200,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,False,False,False,False,False,None,
965,CVE-2024-3345,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
966,CVE-2024-3627,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:L,False,False,False,False,False,None,
967,CVE-2024-3277,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:N/I:L/A:N,False,False,False,False,False,None,
968,CVE-2024-3918,,None,No,Partial,,False,False,False,False,False,None,
969,CVE-2024-3670,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
970,CVE-2024-3559,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
971,CVE-2024-3109,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:L,False,False,False,False,False,None,
972,CVE-2024-3666,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
973,CVE-2024-3236,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,Poc,No,Partial,,False,False,False,False,False,None,
974,CVE-2024-3959,,None,No,Partial,,False,False,False,False,False,None,
975,CVE-2024-3631,,Poc,No,Partial,,False,False,False,False,False,None,
976,CVE-2024-3518,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
977,CVE-2024-3076,,None,No,Partial,,False,False,False,False,False,None,
978,CVE-2024-3099,,Poc,No,Partial,,False,False,False,False,False,None,
979,CVE-2024-3308,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
980,CVE-2024-3021,,None,No,Partial,,False,False,False,False,False,None,
981,CVE-2024-3471,,None,No,Partial,,False,False,False,False,False,None,
982,CVE-2024-3922,,None,Yes,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,False,True,False,False,True,Poc,
983,CVE-2024-3888,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
984,CVE-2024-3867,,None,No,Partial,,False,False,False,False,True,Poc,
985,CVE-2024-3522,,None,No,Partial,,False,False,False,False,False,None,
986,CVE-2024-3488,,None,No,Partial,,False,False,False,False,False,None,
987,CVE-2024-3719,,None,No,Partial,,False,False,False,False,False,None,
988,CVE-2024-3060,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:N/I:H/A:N,None,No,Partial,,False,False,False,False,False,None,
989,CVE-2024-3624,,None,No,Total,,False,False,False,False,False,None,
990,CVE-2024-3761,,None,Yes,Partial,,False,False,False,False,False,None,
991,CVE-2024-3018,,None,No,Partial,,False,False,False,False,False,None,"['php object injection', 'inject a php object', 'pop chain', 'delete arbitrary files', 'execute code']"
992,CVE-2024-3736,,None,No,Partial,,False,False,False,False,False,None,
993,CVE-2024-3809,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
994,CVE-2024-3665,,None,No,Partial,,False,False,False,False,False,None,
995,CVE-2024-3235,,None,Yes,Partial,,False,False,False,False,False,None,
996,CVE-2024-3720,,Poc,No,Partial,,False,False,False,False,False,None,
997,CVE-2024-3059,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:H/A:N,None,No,Partial,,False,False,False,False,False,None,
998,CVE-2024-3262,,None,No,Partial,,False,False,False,False,False,None,
999,CVE-2024-3649,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
1000,CVE-2024-3560,,None,Yes,Partial,,False,False,False,False,False,None,
1001,CVE-2024-3075,,None,No,Partial,,False,False,False,False,False,None,
1002,CVE-2024-3167,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1003,CVE-2024-3022,,None,No,Total,,False,False,False,False,False,None,"['upload arbitrary files', 'remote code execution', 'arbitrary file uploads']"
1004,CVE-2024-3472,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,None,No,Partial,,False,False,False,False,False,None,
1005,CVE-2024-3872,,None,No,Partial,,False,False,False,False,False,None,
1006,CVE-2024-3034,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,
1007,CVE-2024-3937,,None,No,Partial,,False,False,False,False,False,None,
1008,CVE-2024-3126,,None,No,Total,,False,False,False,False,False,None,
1009,CVE-2024-3576,,None,Yes,Partial,,False,False,False,False,False,None,
1010,CVE-2024-3825,,None,No,Partial,,False,False,False,False,False,None,
1011,CVE-2024-3063,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1012,CVE-2024-3599,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,False,False,False,False,False,None,
1013,CVE-2024-3917,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,Poc,No,Partial,,False,False,False,False,False,None,
1014,CVE-2024-3852,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
1015,CVE-2024-3940,,Poc,No,Partial,,False,False,False,False,False,None,
1016,CVE-2024-3043,,None,Yes,Partial,,False,False,False,False,False,None,
1017,CVE-2024-3690,,None,No,Partial,,False,False,False,False,False,None,
1018,CVE-2024-3405,,None,No,Partial,,False,False,False,False,False,None,
1019,CVE-2024-3055,,None,No,Total,,False,False,False,False,False,None,
1020,CVE-2024-3956,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1021,CVE-2024-3813,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1022,CVE-2024-3110,,Poc,No,Partial,,False,False,False,False,False,None,
1023,CVE-2024-3239,,None,No,Partial,,False,False,False,False,False,None,
1024,CVE-2024-3517,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1025,CVE-2024-3844,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:N/A:H,None,No,Partial,,False,False,False,False,False,None,
1026,CVE-2024-3794,,None,No,Partial,,False,False,False,False,False,None,
1027,CVE-2024-3281,,None,No,Partial,,False,False,False,False,False,None,
1028,CVE-2024-3096,,None,No,Total,,False,False,False,False,False,None,
1029,CVE-2024-3079,,None,No,Total,,False,False,False,False,False,None,
1030,CVE-2024-3583,,None,No,Partial,,False,False,False,False,False,None,
1031,CVE-2024-3429,,Poc,Yes,Partial,,False,False,False,False,False,None,
1032,CVE-2024-3215,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
1033,CVE-2024-3868,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,False,False,False,False,False,None,
1034,CVE-2024-3887,,None,No,Partial,,False,False,False,False,False,None,
1035,CVE-2024-3307,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1036,CVE-2024-3757,,None,No,Partial,,False,False,False,False,False,None,
1037,CVE-2024-3612,,None,No,Partial,,False,False,False,False,False,None,
1038,CVE-2024-3487,,None,No,Total,,False,False,False,False,False,None,
1039,CVE-2024-3468,,None,No,Partial,,False,False,False,False,False,None,
1040,CVE-2024-3192,,None,No,Partial,,False,False,False,False,False,None,
1041,CVE-2024-3741,,None,Yes,Partial,,False,False,False,False,False,None,
1042,CVE-2024-3311,,Poc,No,Partial,,False,False,False,False,False,None,
1043,CVE-2024-3254,,None,No,Partial,,False,False,False,False,False,None,"['sql injection', 'public and may be used']"
1044,CVE-2024-3829,,Poc,Yes,Total,,False,False,False,False,False,None,
1045,CVE-2024-3080,,None,Yes,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1046,CVE-2024-3595,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1047,CVE-2024-3346,,Poc,No,Partial,,False,False,False,False,False,None,
1048,CVE-2024-3716,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,False,False,False,False,False,None,
1049,CVE-2024-3652,,None,No,Partial,,False,False,False,False,False,None,
1050,CVE-2024-3828,,None,No,Total,,False,False,False,False,False,None,
1051,CVE-2024-3594,,None,No,Partial,,False,False,False,False,False,None,
1052,CVE-2024-3486,,None,No,Total,,False,False,False,False,False,None,
1053,CVE-2024-3890,,None,No,Partial,,False,False,False,False,False,None,
1054,CVE-2024-3469,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1055,CVE-2024-3193,,None,No,Total,,False,False,False,False,False,None,
1056,CVE-2024-3756,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,Poc,No,Total,,False,False,False,False,False,None,
1057,CVE-2024-3243,,None,No,Partial,,False,False,False,False,False,None,
1058,CVE-2024-3490,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1059,CVE-2024-3185,,Poc,No,Total,,False,False,False,False,False,None,
1060,CVE-2024-3644,,None,No,Partial,,False,False,False,False,False,None,
1061,CVE-2024-3214,,None,Yes,Total,,False,False,False,False,False,None,
1062,CVE-2024-3994,,None,No,Partial,,False,False,False,False,False,None,
1063,CVE-2024-3280,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1064,CVE-2024-3900,,None,No,Partial,,False,False,False,False,False,None,
1065,CVE-2024-3516,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
1066,CVE-2024-3845,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,None,Yes,Total,,False,False,False,False,False,None,
1067,CVE-2024-3668,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1068,CVE-2024-3404,,Poc,No,Partial,,False,False,False,False,False,None,
1069,CVE-2024-3054,,None,No,Partial,,False,False,False,False,False,None,
1070,CVE-2024-3812,,None,No,Total,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1071,CVE-2024-3384,,None,No,Partial,,False,False,False,False,False,None,
1072,CVE-2024-3941,,None,No,Partial,,False,False,False,False,False,None,
1073,CVE-2024-3412,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H,False,False,False,False,False,None,
1074,CVE-2024-3107,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,
1075,CVE-2024-3557,,None,No,Partial,,False,False,False,False,False,None,
1076,CVE-2024-3804,,None,No,Partial,,False,False,False,False,False,None,
1077,CVE-2024-3783,,None,No,Partial,,False,False,False,False,False,None,
1078,CVE-2024-3629,,None,No,Partial,,False,False,False,False,False,None,
1079,CVE-2024-3853,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,None,No,Partial,,False,False,False,False,False,None,
1080,CVE-2024-3500,,None,No,Partial,,False,False,False,False,False,None,
1081,CVE-2024-3150,,Poc,No,Total,,False,False,False,False,False,None,
1082,CVE-2024-3824,,Poc,No,Partial,,False,False,False,False,False,None,
1083,CVE-2024-3598,,None,No,Partial,,False,False,False,False,False,None,
1084,CVE-2024-3936,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
